Year,Rank,Release Group,Worldwide,Domestic,Domestic %,Foreign,Foreign %
2012,160,The Grand Heist,"$30,158,762",-,-,"$30,158,762",100%
2012,161,The Raven,"$29,699,345","$16,008,272",53.9%,"$13,691,073",46.1%
2012,162,Amour,"$29,652,180","$6,739,492",22.7%,"$22,912,688",77.3%
2012,163,All About My Wife,"$29,382,038",-,-,"$29,382,038",100%
2012,164,Rowdy Rathore,"$29,342,463","$777,373",2.6%,"$28,565,090",97.4%
2012,165,Seven Psychopaths,"$29,336,311","$15,024,049",51.2%,"$14,312,262",48.8%
2012,166,SPEC: Heaven,"$29,023,960",-,-,"$29,023,960",100%
2012,167,We Were There: True Love,"$28,876,929",-,-,"$28,876,929",100%
2012,168,Bol Bachchan,"$28,775,262","$1,216,258",4.2%,"$27,559,004",95.8%
2012,169,Deranged,"$28,444,173",-,-,"$28,444,173",100%
2012,170,The Master,"$28,258,060","$16,377,274",58%,"$11,880,786",42%
2012,171,Hitchcock,"$27,039,669","$6,008,677",22.2%,"$21,030,992",77.8%
2012,172,Dearest,"$26,723,916",-,-,"$26,723,916",100%
2012,173,Architecture 101,"$26,642,354",-,-,"$26,642,354",100%
2012,174,Dancing Queen,"$26,411,266",-,-,"$26,411,266",100%
2012,175,Lesson of the Evil,"$26,167,224",-,-,"$26,167,224",100%
2012,176,Agneepath,"$26,001,696","$1,986,748",7.6%,"$24,014,948",92.4%
2012,177,Rust and Bone,"$25,807,712","$2,062,027",8%,"$23,745,685",92%
2012,178,Head Over Heels 2,"$25,402,893",-,-,"$25,402,893",100%
2012,179,On the Other Side of the Tracks,"$25,109,572","$9,572",<0.1%,"$25,100,000",100%
2012,180,Helter Skelter,"$25,066,699",-,-,"$25,066,699",100%
2012,181,The Last Tycoon,"$25,009,914",-,-,"$25,009,914",100%
2012,182,Housefull 2,"$24,922,847","$1,791,780",7.2%,"$23,131,067",92.8%
2012,183,Big Miracle,"$24,719,215","$20,157,300",81.5%,"$4,561,915",18.5%
2012,184,Sparkle,"$24,637,800","$24,397,469",99%,"$240,331",1%
2012,185,The Players,"$24,629,152","$10,854",<0.1%,"$24,618,298",100%
2012,186,Liar Game: Reborn,"$24,549,726",-,-,"$24,549,726",100%
2012,187,I Want You,"$23,961,214",-,-,"$23,961,214",100%
2012,188,Türkisch für Anfänger,"$23,952,712",-,-,"$23,952,712",100%
2012,189,Wanderlust,"$23,812,816","$17,450,535",73.3%,"$6,362,281",26.7%
2012,190,"Little Brother, Big Trouble: A Christmas Adventure","$23,785,681",-,-,"$23,785,681",100%
2012,191,To the Arctic 3D,"$23,695,388","$14,560,838",61.5%,"$9,134,550",38.5%
2012,192,Hotaru the Movie: It's Only a Little Light in My Life,"$22,975,341",-,-,"$22,975,341",100%
2012,193,Kon-Tiki,"$22,842,887","$1,517,410",6.6%,"$21,325,477",93.4%
2012,194,Fall in Love Like a Star,"$22,640,355",-,-,"$22,640,355",100%
2012,195,Upside Down,"$22,187,813","$105,095",0.5%,"$22,082,718",99.5%
2012,196,Unbowed,"$22,132,903",-,-,"$22,132,903",100%
2012,197,Confession of Murder,"$21,701,525",-,-,"$21,701,525",100%
2012,198,StreetDance 2 2012 Re-release,"$21,638,853",-,-,"$21,638,853",100%
2012,199,2012 2012 Re-release,"$21,538,353",-,-,"$21,538,353",100%
2012,200,Beasts of the Southern Wild,"$21,107,746","$12,795,746",60.6%,"$8,312,000",39.4%
2013,1,Frozen,"$1,280,802,282","$400,738,009",31.3%,"$880,064,273",68.7%
2013,2,Iron Man 3,"$1,214,811,252","$409,013,994",33.7%,"$805,797,258",66.3%
2013,3,Despicable Me 2,"$970,766,005","$368,065,385",37.9%,"$602,700,620",62.1%
2013,4,The Hobbit: The Desolation of Smaug,"$958,366,855","$258,366,855",27%,"$700,000,000",73%
2013,5,The Hunger Games: Catching Fire,"$865,011,746","$424,668,047",49.1%,"$440,343,699",50.9%
2013,6,Fast & Furious 6,"$788,679,850","$238,679,850",30.3%,"$550,000,000",69.7%
2013,7,Monsters University,"$743,559,607","$268,492,764",36.1%,"$475,066,843",63.9%
2013,8,Gravity,"$723,192,705","$274,092,705",37.9%,"$449,100,000",62.1%
2013,9,Man of Steel,"$670,145,518","$291,045,518",43.4%,"$379,100,000",56.6%
2013,10,Thor: The Dark World,"$644,783,140","$206,362,140",32%,"$438,421,000",68%
2013,11,The Croods,"$587,204,668","$187,168,425",31.9%,"$400,036,243",68.1%
2013,12,World War Z,"$540,007,876","$202,359,711",37.5%,"$337,648,165",62.5%
2013,13,Oz the Great and Powerful,"$493,311,825","$234,911,825",47.6%,"$258,400,000",52.4%
2013,14,Star Trek Into Darkness,"$467,365,246","$228,778,661",49%,"$238,586,585",51%
2013,15,The Wolverine,"$414,828,246","$132,556,852",32%,"$282,271,394",68%
2013,16,Pacific Rim,"$411,002,906","$101,802,906",24.8%,"$309,200,000",75.2%
2013,17,The Wolf of Wall Street,"$392,000,694","$116,900,694",29.8%,"$275,100,000",70.2%
2013,18,G.I. Joe: Retaliation,"$375,740,705","$122,523,060",32.6%,"$253,217,645",67.4%
2013,19,The Hangover Part III,"$362,000,072","$112,200,072",31%,"$249,800,000",69%
2013,20,The Great Gatsby,"$353,641,895","$144,840,419",41%,"$208,801,476",59%
2013,21,Now You See Me,"$351,723,989","$117,723,989",33.5%,"$234,000,000",66.5%
2013,22,The Smurfs 2,"$347,545,360","$71,017,784",20.4%,"$276,527,576",79.6%
2013,23,The Conjuring,"$319,494,638","$137,400,141",43%,"$182,094,497",57%
2013,24,A Good Day to Die Hard,"$304,654,182","$67,349,198",22.1%,"$237,304,984",77.9%
2013,25,Oblivion,"$286,168,572","$89,107,235",31.1%,"$197,061,337",68.9%
2013,26,Elysium,"$286,140,700","$93,050,117",32.5%,"$193,090,583",67.5%
2013,27,Turbo,"$282,570,682","$83,028,128",29.4%,"$199,542,554",70.6%
2013,28,Cloudy with a Chance of Meatballs 2,"$274,325,949","$119,793,567",43.7%,"$154,532,382",56.3%
2013,29,Epic,"$268,426,634","$107,518,682",40.1%,"$160,907,952",59.9%
2013,30,The Lone Ranger,"$260,502,115","$89,302,115",34.3%,"$171,200,000",65.7%
2013,31,American Hustle,"$251,171,807","$150,117,807",59.8%,"$101,054,000",40.2%
2013,32,Grown Ups 2,"$246,984,278","$133,668,525",54.1%,"$113,315,753",45.9%
2013,33,After Earth,"$243,611,982","$60,522,097",24.8%,"$183,089,885",75.2%
2013,34,Planes,"$239,258,712","$90,288,712",37.7%,"$148,970,000",62.3%
2013,35,The Heat,"$229,930,771","$159,582,188",69.4%,"$70,348,583",30.6%
2013,36,Hansel & Gretel: Witch Hunters,"$226,349,749","$55,703,475",24.6%,"$170,646,274",75.4%
2013,37,Captain Phillips,"$218,791,811","$107,100,855",49%,"$111,690,956",51%
2013,38,Journey to the West,"$205,637,183","$18,058",<0.1%,"$205,619,125",100%
2013,39,White House Down,"$205,366,737","$73,103,784",35.6%,"$132,262,953",64.4%
2013,40,Percy Jackson: Sea of Monsters,"$199,850,315","$68,559,554",34.3%,"$131,290,761",65.7%
2013,41,Jack the Giant Slayer,"$197,687,603","$65,187,603",33%,"$132,500,000",67%
2013,42,The Secret Life of Walter Mitty,"$188,133,322","$58,236,838",31%,"$129,896,484",69%
2013,43,12 Years a Slave,"$187,733,202","$56,671,993",30.2%,"$131,061,209",69.8%
2013,44,The Butler,"$177,313,795","$116,632,095",65.8%,"$60,681,700",34.2%
2013,45,Identity Thief,"$173,965,010","$134,506,920",77.3%,"$39,458,090",22.7%
2013,46,Anchorman 2: The Legend Continues,"$171,464,676","$125,168,368",73%,"$46,296,308",27%
2013,47,Olympus Has Fallen,"$170,270,201","$98,925,640",58.1%,"$71,344,561",41.9%
2013,48,Insidious: Chapter 2,"$161,919,318","$83,586,447",51.6%,"$78,332,871",48.4%
2013,49,Lone Survivor,"$154,802,912","$125,095,601",80.8%,"$29,707,311",19.2%
2013,50,Jackass Presents: Bad Grandpa,"$151,826,547","$102,003,019",67.2%,"$49,823,528",32.8%
2013,51,47 Ronin,"$151,783,839","$38,362,475",25.3%,"$113,421,364",74.7%
2013,52,RED 2,"$148,075,565","$53,262,560",36%,"$94,813,005",64%
2013,53,Mama,"$146,428,180","$71,628,180",48.9%,"$74,800,000",51.1%
2013,54,Escape Plan,"$137,328,301","$25,135,965",18.3%,"$112,192,336",81.7%
2013,55,2 Guns,"$131,940,411","$75,612,460",57.3%,"$56,327,951",42.7%
2013,56,This Is the End,"$126,041,322","$101,470,202",80.5%,"$24,571,120",19.5%
2013,57,Ender's Game,"$125,544,024","$61,737,191",49.2%,"$63,806,833",50.8%
2013,58,Prisoners,"$122,126,687","$61,002,302",50%,"$61,124,385",50%
2013,59,Jurassic Park 2013 Re-release,"$118,192,315","$45,385,935",38.4%,"$72,806,380",61.6%
2013,60,Saving Mr. Banks,"$117,867,984","$83,301,580",70.7%,"$34,566,404",29.3%
2013,61,Warm Bodies,"$116,980,662","$66,380,662",56.7%,"$50,600,000",43.3%
2013,62,Personal Tailor,"$116,126,458","$375,892",0.3%,"$115,750,566",99.7%
2013,63,So Young,"$114,926,694","$11,186",<0.1%,"$114,915,508",100%
2013,64,Free Birds,"$110,387,072","$55,750,480",50.5%,"$54,636,592",49.5%
2013,65,Gangster Squad,"$105,200,903","$46,000,903",43.7%,"$59,200,000",56.3%
2013,66,Instructions Not Included,"$100,486,616","$44,467,206",44.3%,"$56,019,410",55.7%
2013,67,Philomena,"$100,129,872","$37,709,979",37.7%,"$62,419,893",62.3%
2013,68,Blue Jasmine,"$99,104,804","$33,405,481",33.7%,"$65,699,323",66.3%
2013,69,Young Detective Dee: Rise of the Sea Dragon,"$98,774,891","$87,783",<0.1%,"$98,687,108",99.9%
2013,70,Riddick,"$98,337,295","$42,025,135",42.7%,"$56,312,160",57.3%
2013,71,Safe Haven,"$97,594,140","$71,349,120",73.1%,"$26,245,020",26.9%
2013,72,Evil Dead,"$97,542,952","$54,239,856",55.6%,"$43,303,096",44.4%
2013,73,42,"$97,470,701","$95,020,213",97.5%,"$2,450,488",2.5%
2013,74,The Mortal Instruments: City of Bones,"$95,396,573","$31,165,421",32.7%,"$64,231,152",67.3%
2013,75,Rush,"$95,224,595","$26,947,624",28.3%,"$68,276,971",71.7%
2013,76,Police Story: Lockdown,"$94,249,025",-,-,"$94,249,025",100%
2013,77,The Internship,"$93,492,844","$44,672,764",47.8%,"$48,820,080",52.2%
2013,78,The Purge,"$89,328,627","$64,473,115",72.2%,"$24,855,512",27.8%
2013,79,Dhoom 3,"$88,031,955","$8,031,955",9.1%,"$80,000,000",90.9%
2013,80,Pain & Gain,"$87,305,549","$49,875,291",57.1%,"$37,430,258",42.9%
2013,81,About Time,"$87,100,449","$15,322,921",17.6%,"$71,777,528",82.4%
2013,82,American Dreams in China,"$87,097,067",-,-,"$87,097,067",100%
2013,83,Snowpiercer,"$86,758,912","$4,563,650",5.3%,"$82,195,262",94.7%
2013,84,Carrie,"$84,790,678","$35,266,619",41.6%,"$49,524,059",58.4%
2013,85,Finding Mr. Right,"$84,112,033","$6,945",<0.1%,"$84,105,088",100%
2013,86,The Fighter Pilot,"$82,879,386",-,-,"$82,879,386",100%
2013,87,Miracle in Cell No. 7,"$82,101,723",-,-,"$82,101,723",100%
2013,88,The Attorney,"$78,547,586","$557,236",0.7%,"$77,990,350",99.3%
2013,89,The Family,"$78,418,811","$36,918,811",47.1%,"$41,500,000",52.9%
2013,90,Scary Movie V,"$78,378,744","$32,015,787",40.8%,"$46,362,957",59.2%
2013,91,R.I.P.D.,"$78,324,220","$33,618,855",42.9%,"$44,705,365",57.1%
2013,92,Tiny Times,"$77,717,014","$23,462",<0.1%,"$77,693,552",100%
2013,93,Suck Me Shakespeer,"$77,676,735",-,-,"$77,676,735",100%
2013,94,The Book Thief,"$76,586,316","$21,488,481",28.1%,"$55,097,835",71.9%
2013,95,Escape from Planet Earth,"$74,597,643","$57,012,977",76.4%,"$17,584,666",23.6%
2013,96,August: Osage County,"$74,188,937","$37,738,810",50.9%,"$36,450,127",49.1%
2013,97,The Best Man Holiday,"$72,835,710","$70,525,195",96.8%,"$2,310,515",3.2%
2013,98,The Counselor,"$71,009,334","$16,973,715",23.9%,"$54,035,619",76.1%
2013,99,Sole a catinelle,"$69,903,094",-,-,"$69,903,094",100%
2013,100,The Call,"$68,572,631","$51,872,378",75.6%,"$16,700,253",24.4%
2013,101,One Direction: This Is Us,"$68,532,898","$28,873,374",42.1%,"$39,659,524",57.9%
2013,102,Stalingrad,"$68,316,452","$1,013,945",1.5%,"$67,302,507",98.5%
2013,103,Thunder and the House of Magic,"$64,197,205","$4,091",<0.1%,"$64,193,114",100%
2013,104,The Grandmaster,"$64,076,736","$6,594,959",10.3%,"$57,481,777",89.7%
2013,105,Side Effects,"$63,414,135","$32,172,757",50.7%,"$31,241,378",49.3%
2013,106,The Host,"$63,365,859","$26,627,201",42%,"$36,738,658",58%
2013,107,Runner Runner,"$62,675,095","$19,316,646",30.8%,"$43,358,449",69.2%
2013,108,The Face Reader,"$61,559,184","$515,876",0.8%,"$61,043,308",99.2%
2013,109,The Legend of Hercules,"$61,279,452","$18,848,538",30.8%,"$42,430,914",69.2%
2013,110,Kick-Ass 2,"$60,795,985","$28,795,985",47.4%,"$32,000,000",52.6%
2013,111,A Haunted House,"$60,159,584","$40,041,683",66.6%,"$20,117,901",33.4%
2013,112,Beautiful Creatures,"$60,052,138","$19,452,138",32.4%,"$40,600,000",67.6%
2013,113,Snitch,"$57,824,674","$42,930,462",74.2%,"$14,894,212",25.8%
2013,114,The Physician,"$57,284,237",-,-,"$57,284,237",100%
2013,115,Firestorm,"$55,754,766",-,-,"$55,754,766",100%
2013,116,Dallas Buyers Club,"$55,198,285","$27,298,285",49.5%,"$27,900,000",50.5%
2013,117,A Madea Christmas,"$53,396,635","$52,543,354",98.4%,"$853,281",1.6%
2013,118,Temptation: Confessions of a Marriage Counselor,"$53,143,144","$51,975,354",97.8%,"$1,167,790",2.2%
2013,119,Delivery Man,"$53,120,346","$30,664,106",57.7%,"$22,456,240",42.3%
2013,120,The 100 Year-Old Man Who Climbed Out the Window and Disappeared,"$51,167,572","$944,193",1.8%,"$50,223,379",98.2%
2013,121,Dragon Ball Z: Battle of Gods,"$50,461,371","$2,553,002",5.1%,"$47,908,369",94.9%
2013,122,The Berlin File,"$48,972,848","$665,210",1.4%,"$48,307,638",98.6%
2013,123,Her,"$48,517,427","$25,568,251",52.7%,"$22,949,176",47.3%
2013,124,Homefront,"$48,449,416","$20,158,898",41.6%,"$28,290,518",58.4%
2013,125,The Last Stand,"$48,330,757","$12,050,299",24.9%,"$36,280,458",75.1%
2013,126,21 & Over,"$48,065,672","$25,682,380",53.4%,"$22,383,292",46.6%
2013,127,Texas Chainsaw,"$47,340,586","$34,341,945",72.5%,"$12,998,641",27.5%
2013,128,Tiny Times 2.0,"$47,289,937","$43,788",<0.1%,"$47,246,149",99.9%
2013,129,Switch,"$47,164,301",-,-,"$47,164,301",100%
2013,130,The Place Beyond the Pines,"$47,052,899","$21,403,519",45.5%,"$25,649,380",54.5%
2013,131,Parker,"$46,922,566","$17,616,641",37.5%,"$29,305,925",62.5%
2013,132,The Big Wedding,"$46,522,137","$21,819,348",46.9%,"$24,702,789",53.1%
2013,133,Badges of Fury,"$46,495,296",-,-,"$46,495,296",100%
2013,134,The World's End,"$46,089,287","$26,004,851",56.4%,"$20,084,436",43.6%
2013,135,Grudge Match,"$44,907,260","$29,807,260",66.4%,"$15,100,000",33.6%
2013,136,The White Storm,"$44,670,277",-,-,"$44,670,277",100%
2013,137,Tarzan,"$44,095,996",-,-,"$44,095,996",100%
2013,138,Secretly Greatly,"$43,447,199",-,-,"$43,447,199",100%
2013,139,"The Chef, The Actor, The Scoundrel","$42,970,000",-,-,"$42,970,000",100%
2013,140,Doraemon: Nobita's Secret Gadget Museum,"$42,770,271",-,-,"$42,770,271",100%
2013,141,Jobs,"$42,128,352","$16,131,410",38.3%,"$25,996,942",61.7%
2013,142,No Man's Land,"$41,807,712",-,-,"$41,807,712",100%
2013,143,Lupin III vs. Detective Conan: The Movie,"$41,397,727",-,-,"$41,397,727",100%
2013,144,Yolki 3,"$40,267,368",-,-,"$40,267,368",100%
2013,145,Don Jon,"$39,439,355","$24,477,704",62.1%,"$14,961,651",37.9%
2013,146,Antoine and Sebastian,"$38,719,881",-,-,"$38,719,881",100%
2013,147,Cold Eyes,"$37,795,598",-,-,"$37,795,598",100%
2013,148,"Like Father, Like Son","$37,170,163","$334,616",0.9%,"$36,835,547",99.1%
2013,149,Detective Conan: Private Eye in the Distant Sea,"$36,324,232",-,-,"$36,324,232",100%
2013,150,Dügün Dernek,"$36,185,741",-,-,"$36,185,741",100%
2013,151,The Terror Live,"$35,659,824",-,-,"$35,659,824",100%
2013,152,Hide and Seek,"$35,461,505",-,-,"$35,461,505",100%
2013,153,Blind Detective,"$34,958,596",-,-,"$34,958,596",100%
2013,154,Broken City,"$34,737,199","$19,701,164",56.7%,"$15,036,035",43.3%
2013,155,Inside Llewyn Davis,"$32,935,319","$13,235,319",40.2%,"$19,700,000",59.8%
2013,156,Serial Teachers,"$32,849,727",-,-,"$32,849,727",100%
2013,157,Mud,"$32,613,173","$21,590,086",66.2%,"$11,023,087",33.8%
2013,158,Midsummer's Equation,"$32,514,549",-,-,"$32,514,549",100%
2013,159,Kevin Hart: Let Me Explain,"$32,318,051","$32,244,051",99.8%,"$74,000",0.2%
2013,160,Pokémon,"$32,293,377",-,-,"$32,293,377",100%
2013,161,The After-Dinner Mysteries,"$32,160,741",-,-,"$32,160,741",100%
2013,162,Underdogs,"$31,775,719",-,-,"$31,775,719",100%
2013,163,Spring Breakers,"$31,724,284","$14,124,284",44.5%,"$17,600,000",55.5%
2013,164,New World,"$31,670,607","$457,806",1.4%,"$31,212,801",98.6%
2013,165,101 Proposals,"$31,283,838",-,-,"$31,283,838",100%
2013,166,A Wedding Invitation,"$30,665,036","$14,350",<0.1%,"$30,650,686",100%
2013,167,Silent Witness,"$29,315,945",-,-,"$29,315,945",100%
2013,168,Special ID,"$29,139,936","$12,666",<0.1%,"$29,127,270",100%
2013,169,Kokowääh 2,"$28,811,936",-,-,"$28,811,936",100%
